,Particulars,search_name,Address
1293,Pooja Essense Mart,Pooja Essense Mart,"No.14, Santhosh Nagar Extn, Madanandapuram, Chennai - 600 125"
1294,POOJA STORES,POOJA STORES,"No.29/74, South Usman Road,, T.Nager,, Chennai-600017, Ph: 2432 1538, 98843 48381"
1295,Popcorn Poppers,Popcorn Poppers,"Shop no 142, Door no 516, 200 Feet Inner Ring Road, Adhinath Nagar, Madhavaram Chennai 600060, Mob-94444 66661"
1296,Potato Feast,Potato Feast,"Triplicane, Chennai, Mob No: 9962484819, 8610950014"
1297,PPP Global Private Limited,PPP Global,"Type II/1, DR VSI Estate,, Thiruvanmiyur,, Chennai - 600 041., Mob: 76393 33444, ( Delivery At Taramani)"
1298,Prasanam Foods Private Limited,Prasanam Foods,"geetham veg Restaurants, 102/82, G.N Chetty Road,, T.Nagar,, Chennai, Tamil Nadu, 600017, Ph: 80724 35304"
1299,PRASHAA ENTERPRISES,PRASHAA,"No.8,HIG,TNHB Colony, 4th Main Road, Velacherry, Chennai- 600 042, Mob- 99624 03053, 99620 94377, Mail Id. Prashaaenterprises@gmail.Com"
1300,Pravin Trade Link,Pravin Trade Link,"G/B-38, Food Grains Market,, Koyambedu,, Chennai-600107, Mob:7092444747"
1301,P.R. CAKE DECORS,P.R. CAKE DECORS,"Vasanthi Orthopaedic Hospital,, Gournd Floor, No 52/16,, Razak Garden, PP Nagar Main Rd,, Arumbakkam,, Chennai 600 106, Mob: 97102 07605"
1302,Precious Foods,Precious Foods,"No:4,Ground Floor,, Hiranandini Parks Thriveni Nagar,, Padharvadi Village,, Kundrathur Taluk,Kancheepuram,, Chennai-603204., Mob:9092680819"
1303,Premam Super Organic Enterprises,Premam Super Organic,"No.2,Roadu Street,Venkatapuram,, Kundrathur,, Chennai-600069, Mob:99443 67390 ,73587 30229"
1304,Premio Printing Solutions Pvt Ltd,Premio Printing,Chennai
1305,Prems Baking,Prems Baking,"D.No.2/213, 4th Cross St.,, 3rd Main Rd, Ashok Brindavan,, Iyyapanthangal,, Chennai-56, Mob:8838682619"
1306,Pricol Gourmet Private Limited ( Old ),Pricol Gourmet,"No 57 Tiruvallur Road, Teynampet, Chennai - 600 018, 7397774849 Mr. Sivaraj, Finance No: 9092824944"
1307,Pricol Gourmet & Retreats,Pricol Gourmet & Retreats,"No 57 Tiruvallur Road, Teynampet, Chennai - 600 018, Mob  9597193262, 7397774849 Mr. Sivaraj, Finance No: 9092824944 , 7299946123"
1308,Pricol Travel Private Limited ( New ),Pricol Travel,"No:06,Chamiers Centre,, Pasumpon Muthuramalingam Road,, Nandanam Extension,Chennai-600035., ( Delivery at Guindy )"
1309,PRIDE HOTELS LIMITED,PRIDE HOTELS,"216, EVR Periyar Salai, Kilpauk,, Chennai - 600 010., Mob. No: 09840384455, T: (044) 43989898"
1310,Pride Inn Club,Pride Inn Club,"NO: 10,Pearl Beach,Ansari Nagar,, Kovalam,Kanchipuram District,, Chennai-603112., Mob: 63695 70173"
1311,Prime Aroma Foods Private Limited,Prime Aroma Foods,"No 77 VGP Salai Saidapet, Chennai - 600 015, (Near Annai Velankanni College), Tel No 044-42663984, 95975 28242"
1312,Prime Business Ventures,Prime Business Ventures,"No:67/31,Medavakkam Tank Road,, Kilpauk,Chennai-600010., Mob:9094111100,9514111100."
1313,PRIME CARE FOOD & BEVERAGES PVT LTD,PRIME CARE FOOD & BEVERAGES,"No 77 VGP Salai Saidapet, Chennai - 600 015, (Near Annai Velankanni College), Tel No 044-42663984, 95975 28242"
1314,Prime Foods,Prime Foods,"1247-2B 3rd Street, Golden Colony, Anna Nagar West Extn, Chennai 600 050"
1315,Prisha Enterprises,Prisha,"Old No:49/1,New No:110,Arcot Road,, Saligramam,Chennai-600093., Mob: 9884777285/9884777386."
1316,Prism Corporation Private Limited,Prism rporation,"( Odyssey - Adyar Store), No 45 & 47, First Main Road, Gandhi Nagar, Adyar, Chennai 600 020, Mob: 99411 26281, Ph: 044-24402264 / 65"
1317,Pristine Industrial Products,Pristine Industrial Products,"No:2,Vaigai Street,, Arul Nagar,Anakaputhur,, Chennai-600070., Mob:6369390919"
1318,Proconcept Gourmet Services Private Limited,Proconcept Gourmet,"No.10B, Balaji Street,, Vivkantha Nagar,, Kolathur,, Chennai - 600 099., Mob: 9360283372."
1319,PROGRESSIVE CUISINE CONCEPTS PRIVATE LIMITED,PROGRESSIVE CUISINE NCEPTS,"BROWNIE HEAVEN, No.193, Peter Road,, Royapettah ,Chennai-600014, ( Near New College Opp Site ), Mob: 8610352949 / 9884656267"
1320,Proodle Hospitatily Service,Proodle Hospitatily,"Plot-1,Kalaimagal Nagar,, 1st Cross Street,, Ekkatuthagal,, Chennai-600032"
1321,P.S.Pandian Department Stores,P.S.Pandian Department Stores,"21,(0ld 11) Station Road,, West Mambalam, Chennai-600033, mob:9445545515, Phone : 24749617,24744124,"
1322,P S Recreation Club - Royapettah,P S Recreation Club - Royapettah,"No 8/6, Turnbulls Road,, Nandanam,, Chennai 600 035., Mob: 95001 62034"
1323,PUJARA  FOODS  LLP,PUJARA FOODS,"86/59 , Avadi road, Kilpauk Chennai - 600 010., Mob 98401 27291, 97909 17758"
1324,Pullman Chennai Anna Salai,Pullman Chennai Anna Salai,"( Unit of Ceebros Hotels Pvt Ltd ), No:636,Anna Salai,, Teynampet,Chennai-600035., Mob:9884481358."
1325,Punitham Super Market,Punitham Super Market,"1/108 Alagasanager Nandambakkam,, Sri Parumanthur Main Road,, Chennai-600099, Mob:6369903760"
1326,Punniya Food Mart,Punniya Food Mart,"#46/6, Somasundaram 3rd St.,, Ayanavaram,, Chennai 600 023., mob: +919962527111"
1327,PurePack,PurePack,"GROUND FLOOR, NO. 68/32, BRINDAVAN,, 4TH TRUST CROSS STREET,, OPP TO SRI CHAITANYA TECHNO SCHOOL,, MANDAVELI, Chennai-600028, Mob-9003187731"
1328,Purple Kitchen,Purple Kitchen,"C5 E122 3rd Floor, 3rd Avenue, Anna Nagar, Chennai 600 040, Land Mark : Opp SeaShell, Restaurant, Ph  99621 77442, 75502 23140, 9791510366"
1329,P V Distributors,P V,"Hig 4th Main Road,, TNHB Colony ,, Velacherry,, Chennai-600042, Mob-9962403053"
1330,PVR INOX LIMITED ( Aero Hub ),PVR INOX,"Pvr Cinemas,Transit Mall,, Chennai Airport,, Great Southern Trunk Road,, Meenambakkam,Chennai-600027, Mob:9994209005"
1331,PVR INOX LIMITED ( Ampa Mall ),PVR INOX,"Ampa Skywalk , 4th Floor ,, No.1, Nelson Manickam Road,, Aminjikarai,Chennai-600029, Mob-9677203577, 9790384135, 9600095787, Tel- 044 43928115"
1332,PVR INOX LIMITED ( City Center ),PVR INOX,"3rd Citi Center, Dr Radha Krishnan Salai, Mylapore Chennai 600004, Mob: 9841098919."
1333,PVR INOX LIMITED ( Escape EA Mall ),PVR INOX,"SPI Escape Multiplex, Express Avenue Mall, White Road, Royapetah, Chennai 600 014, Mob 95660 64639"
1334,PVR INOX LIMITED ( Grand Mall ),PVR INOX,"PVR Grand Mall ,3rd Floor ,, No.137,Velacherry Tambaram,, Velacherry Chennai-600042, Near - Saravana Store, Mob-98418 44840, 9500012425, Tel- 044 48674325"
1335,PVR INOX LIMITED ( Heritage RSL Ecr ),PVR INOX,"UTHANDI MALL, NO: 3/700,East Coast Road,First Floor,, Uthandi,Chennai-600119., 98418 44840"
1336,PVR INOX LIMITED ( National ),PVR INOX,"3rd Floor, Chandra Metro Mall, Arcot Road, Virugambakkam,, Chennai-600092., Mob: 8148240620"
1337,PVR INOX LIMITED ( Palazzo ),PVR INOX,"Palazzo IMAX, The Forum Vijaya Mall, NSK Salai Arcot Road, Vadapalani, Chennai 600 026, Magesh 72003 56353"
1338,PVR INOX LIMITED ( PMC ),PVR INOX,"2nd Floor,Phoenix Market, City,Velachery Main Road,, Velachery,Chennai-600042., Mob: 9943046618"
1339,PVR INOX LIMITED ( PVM ),PVR INOX,"PVR Cinemas , Galada Mall,, No.2,Officers Line,GST Road,, Pallavarram,Chennai-600043, Mob-95246 34175, 8754472346, Tel-044 66931600"
1340,PVR INOX LIMITED ( Sathyam Royapettah ),PVR INOX,"No 305 Bharathi Salai,, Royapettah,, Chennai 600 014, Mob: 9940685407, Magesh"
1341,PVR INOX LIMITED ( SKLS Galaxy Mall ),PVR INOX,"PVR Cinemas SKLS Galaxy Mall, 138/7 Pullilane Near Kamatchi Amman Temple, Madavaram Red Hills Road, Redhills Chennai 600 052, Mob 099878 78897"
1342,PVR INOX LIMITED ( Spectrum Mall ),PVR INOX,"S2 Perambur, Spectrum Mall, Paper Mills Road, Gopal Colony, Perambur Chennai 600 011, Mob 73388 24667"
1343,PVR INOX LIMITED ( S Thy ),PVR INOX,"No:60,LB Road,, Ranganatha Puram,, Thiruvanmiyur,Chennai-600041., Mob: 8056566566"
1344,PVR INOX LIMITED ( The Marina Mall ),PVR INOX,"Chennai The Marina, The Marina Plot No 34, Tirupporur Taluk, Kancheepuram District, Ekkatur Village, Mahabalipuram Road, Chennai - 603108."
1345,PVR INOX LIMITED ( VR  Mall ),PVR INOX,"No 44 Pillayar Koil Street, VR Mall Jawaharlal Nehru Road, Anna Nagar Chennai 600 040, 9940685407"
1346,PVSD Hospitality LLP,PVSD Hospitality,"No:24, College Road,, Nungabakkam, Chennai _ 600006, contact no :9443025982 , 8667088969"
1347,Qualeaty Grubs Private Limited,Qualeaty Grubs,"18/23, 79th Street, 18th Avenue, Ashok Nagar,, Chennai 600 024., Mob: 9566247811"
1348,Quality Bites Restaurant,Quality Bites Restaurant,"No:4,234A,Rajparis Harmony,, Surya Nagar,MGR Nagar,, Medavakkam,, Chennai-600100, Mob: 8884294448"
1349,Quattro Ristorante,Quattro Ristorante,"NO:17,Wallace Garden 2nd Street,, Thousand Lights West,Nungambakkam,, Chennai-600034."
1350,Quick2Shelf Food Solutions Private Limited,Quick2Shelf Food,"No-112B,PH Road, Velappanchavadi, Chennai-600077, Mob 88803 90577, Mr. Basha"
1351,Quick2Shelf Food Solutions Private Limited (K),Quick2Shelf Food,"No 4/245, Sri Devi Nagar, 1st Street, Noombal Road, Goparasanallur Village,, Kattupakkam, Chennai 600 056., Mob 8807860913, Mr. Sathya Prakash. K"
1352,R3 ENTERPRISES,R3,"No. 27/2, 2nd Cross Street,, Chettiar Agaram Village,, Vanagaram,, Chennai - 600095, mob no : 8056281834"
1353,R 3 VENTURES LLP,R 3 VENTURES,"202 Seashore Plot, 6th Avenue, PANAIYUR, Chennai-600119, Mob-9842375588"
1354,Raaj Bhaavan Clarks Inn,Raaj Bhaavan Clarks Inn,"No:307,Valluvarkottam High Road,, Chennai-600034., Mob:9943591007."
1355,RAALICE FOODS,RAALICE FOODS,"NO:6/1,Thangavel Nagar,, Jafferkhanpet,, Chennai-600083, Mob: 93814 77776"
1356,Radha Rajalakshmi Hotels Private Limited,Radha Rajalakshmi Hotels,"No 4/129 Mount  Poonamalle Road, Opp to Ex C.M MGR S House, Manapakkam Chennai 600 089, Mob No 7358018818 9841094155, AC No 044 66776869"
1357,Radha Regent,Radha Regent,"171 Jawaharlal Nehru Salai, Arumbakkam, Chennai 600 106, Mob:7305196667"
1358,Radogost Hospitality LLP,Radogost Hospitality,"Floor No.: 2nd Floor_x000D_
Building No./Flat No.: 15, Mahalinga Puram Main Road,, Nungambakkam, Chennai - 600034, Mob-99520 53452"
1359,Raghavendra Stores,Raghavendra Stores,"No:38/50,Mahalakshmi Nagar,, Velappanchavadi,, Chennai-600077., Mob:7010149130"
1360,Raham Traders,Raham Traders,"No:31,Pammal Main Road,, Muthamizh Nagar,Pammal,, Chennai-600075., Mob:7358362502"
1361,Rainbow Agency,Rainbow,"No:1,Ground Flour,, Kalyani Ponniappan Nagar,, Kothari Nagar,Ramapuram,, Chennai-600089., Mob:9840848275."
1362,Rainforest Restaurant,Rainforest Restaurant,"No 41 ,42 first main road, Gandhi nagar adyar, Chennai-600020, Mob-98409 99555"
1363,Raintree Recreation Club,Raintree Recreation Club,"No 2/520 Sundeep Road, Neelankarai, Chennai 600  115., Mob 95001 62034"
1364,Rajaa Enterprises,Rajaa,"No:799,Trunk Road,, Poonamallee,Chennai-600056., Mob:8680988983."
1365,Raja Departmental Stores,Raja Departmental Stores,"18-A, Ramaswamy Street,, Tambaram West ,, Chennai-600 045, Mob: 9698303111"
1366,Rajalakshmi Education Services Pvt Ltd,Rajalakshmi Education,"No: 69 New Avadi Road Alagappa Nagar,, Kilpauk,, Rajalakshmi Nagar Thandalam Mevalurkuppam, Chennai-602105"
1367,Rajam Agencies,Rajam,"No.2/33,Vellalar Street, Velachery, Chennai-600042, Mob:99625 24288"
1368,Rajam Resorts Private Limited,Rajam Resorts,"( Pleasant Days), Chennai Bangalore High Way, Palanjur Sembarambakkam, Chennai 600 123, Phone No 044 2681 1000/0900"
1369,Rajani Vaidyanathan,Rajani Vaidyanathan,"A-3/1 Century Enclave Apartments, 54 Kalakshetra Road, Thiruvanmiyur, Close to S2 Cinemas, Chennai 600 041, Mob 98404 26871"
1370,RAJ EXIM,RAJ EXIM,"No. 7/14 Mageswari Avenue, Puzuthivakkam, Chennai 600 091, Ph. 96555 55182"
1371,Rajiyashree SK Baalaji,Rajiyashree SK Baalaji,"No:850,1st Floor,11th Street,, Syndicate Bank Colony,, Anna Nagar West Extn,, Chennai-600101., Mob: 9841648901"
1372,Raj Palace Sundar,Raj Palace Sundar,"No 12 Andhra Mahila Sabha, Dr Durgahai Deshmukh Road, RA Puram Chennai 600 028., Mob 98407 23324"
1373,Raj Shopping Centre,Raj Shopping Centre,"No:57, Dr.Radhakrishnan Road,, Palaniyappa Nagar , Valasaravakkam,, Chennai-600 087, Ph:2486077, Mob:8124860777"
1374,Rak Enterprises,Rak,"No 537 Poonamallee High Road, Arumbakkam Chennai 600 106, Mob 80727 51956"
1375,Rakesh Provisions Stores,Rakesh Provisions Stores,"1/35, Subhasree Nagar Extn,IV,, Mugalivakkam, (Opp. Kedar Hospital),, Chennai - 600125., Mob: 8056245898"
1376,Raksha Dairy Foods,Raksha Dairy Foods,"No:5/9,Arangappan Street,, West Mambalam,, Chennai-600017., Mob:9444155335"
1377,Ramaraj Ventures,Ramaraj Ventures,"No:2,Gee Gee Castle,, 408 Lloyds Road,Gopalpuram,, Chennai-600086."
1378,Ramdev Provisions Store,Ramdev Provisions Store,"No 3/4, Komala Complex,, Lakshmipuram Main Road,, Poonamallee,, Chennai - 600 056., Mob: 93511 21697."
1379,Ramen Effect Private Limited,Ramen Effect,"GROUND FLOOR, 7TH STREET BALAJI, NAGAR ALWARTHIRUNAGAR,, NERKUNDRAM, CHENNAI, TIRUVALLUR,, Tiruvallur, Tamil Nadu, 600087, Mob- 79047 46616"
1380,Ram General Stores,Ram General Stores,"995, H Block 2nd Street,, 11th Main Road, Anna Nagar,, Chennai-600040, Mob:8778655604"
1381,Ram Stores,Ram Stores,"1/320,Kaliamman Koil Street, Natesan Nagar, Virugambakkam,, Chennai-600092, Mob:744848884"
1382,Ranjith Agencies,Ranjith,"GROUND, 16/71, Landons Road,, Kumaran and Company, Kilpauk, Chennai, Tamil Nadu, 600010, Mob-98408 92665"
1383,Rar Hotels Private Limited,Rar Hotels,"No 15 Venkatraman Street, T.Nagar, Chennai 600 017, Mob No 99520 51704"
1384,Rasnam Foods Private Limited,Rasnam Foods,"Geetham Veg restaurants, 1a,1B Rajiv Gandhi Salai,, Navalur Village,, Chennai -603103, PH: 87787 95812"
1385,Rathna stores,Rathna stores,"1654, 18TH MAIN ROAD, ANNA NAGAR,, chennai-600040, Mob:9840524706"
1386,RATHNA SUPER MARKET,RATHNA SUPER MARKET,"No.1, Ramakrishna Nagar,, 4th Avenue, Porur,, Chennai - 600 116., Mob: 9345934567"
1387,RBL Hotels Pvt Ltd,RBL Hotels,"( Vivanta Chennai ), IT Expressway Chennai, No. 309, OMR, Sholinganallur, Chennai-600 119"
1388,Ready Basket Super Market,Ready Basket Super Market,"No 2, M A COMPLEX, Trunk Road,, Poonamalle, Tiruvallur,, Chennai-600056, Mob:9884911121"
1389,Ready Super Mart,Ready Super Mart,"Old No:4 New No:7 Pt Rajan Salai,, Ashok Nagar,, Chennai-600083, PH:994577677"
1390,Real Care People Private Limited,Real Care People,"No.21, Little Mount , Saidapet ,, Mount Road, Chennai - 600015, Mob-73580 47981"
1391,Rebel Foods Private Limited,Rebel Foods,"No:27,Paulraj Nagar,, 4th Link Road,Perungudi,, Chennai-600096., Mob:8681057597."
1392,Recreation Games Club,Recreation Games Club,"No:L-33,G-Block,Brindavan Colony,, Anna Nagar,, Chennai-600102."
1393,Red Apple Kitchen Consultancy Pvt Ltd,Red Apple Kitchen nsultancy,"11 Khader Nawaz Khan Road, Nungambakkam, Chennai 600 006., Mob 09007228108, Mr Sourav Dey"
1394,Red Apple Kitchen Consultancy Pvt Ltd ( OMR ),Red Apple Kitchen nsultancy,"Toscano, Brigade World Trade Center Sales Office, 5, 142, Rajiv Gandhi Salai, Chennai - 600096, Ph:94894 49970, Contact Name: Nohan"
1395,Red Apple Kitchen Consultancy Pvt Ltd ( PMC ),Red Apple Kitchen nsultancy,"No:UG-28,Upper Ground Floor,, Phoneix Market City,, Velacherry Road,Chennai-600042., Mob:7977562876,6381036914"
1396,Red Apple Kitchen Consultancy Pvt Ltd (VR),Red Apple Kitchen nsultancy,"Collage By Toscano, VR Mall  Pillaiyar Kovil Street, Anna Nagar Chennai 600 040., Mob- 6380884551"
1397,Red Box Parrys,Red Box Parrys,"No.2,Thambu Chetty Street,, Manndany Corner,, Chennai"
1398,Red Chariots Event Management and Marketing Pvt Ltd,Red Chariots Event Management and Marketing,"32, 35th Cross Street,, 5th Avenue, Besant Nagar, Chennai -600090, Ph: 8667443034"
1399,Red Devils Entertainment,Red Devils Entertainment,"No:4737,AA Block,, 3rd Street,2nd Floor,, Anna Nagar,Chennai-600040., Sibesh : 9884606222."
1400,Red Devils Entertainment (Omr),Red Devils Entertainment,"Vinayaga Avenue,, 14 & 15, Old Mahabalipuram Road, near Thalappakatti,, Sri Sowdeswari Nagar Thoraipakkam,, Chennai-600097, mob:9884606222"
1401,Reddiys Cricket Academy,Reddiys Cricket Academy,"PLOT NO.67 AND 68,, Door No.4/783-A, Selvakumar Avenue,SIVAJI STREET, Sivaji Street, Medavakkam,, Chennai -600100, Ph:9894847851"
1402,Red Dot Kitchen Private Limited,Red Dot Kitchen,"616, Tiruvannamalai Kanji Road, Kosalai Vill,, Adaiyur, Tiruvannamalai,Chennai-604, Mob:9894964005"
1403,Reflect Retail Brands Pvt Ltd,Reflect Retail Brands,"No:49, 2nd Floor, RK Center, KB Dasan Road,, Dentistree Expert Dental Care,, Teynampet, Chennai - 600018, Mob-9123595838"
1404,REGENT CLUB,REGENT CLUB,"No 24, Colleage Road,, Nungambakkam,, Chennai 600 034., Mob: 80561 41984"
1405,Reheboth Caterers,Reheboth Caterers,"No: 175/2,Big Street,, Red Hills,, Chennai."
1406,Relax Cafe,Relax Cafe,"No:15,C.L.C Works Road,, New Colony,Chrompet,, Chennai-600044., Mob:7902719729"
1407,Renuka Kumar,Renuka Kumar,"No:7,College Lane,, Nungambakkam,Chennai-600006., Mob:9962565070"
1408,R E Rajaram Foods,R E Rajaram Foods,"No2 Madambakkam Main Road, Rajakilpakkam, Chennai 600 073, Mob 9952010010"
1409,Resort Way Bakes & Juice,Resort Way Bakes & Juice,"Akkarai,Ecr,, Chennai-600119., Mob:9645496545."
1410,Reunion Hospitality,Reunion Hospitality,"No:142,Phoenix Market City,, 1st Floor,Shop No:F-46,Velachery Main Road,, Velachery,Chennai-600042., Mob:9840417894."
1411,Revathi Provision Hut,Revathi Provision Hut,"No 173, M G Chakrabani Nagar,, Maduravoyal,, Chennai-600095, Mob:8681079733"
1412,Revathi Supermarket,Revathi Supermarket,"No:2029, H-Block, 13th Main Road, Anna Nagar, Chennai-600040, Mob:7358005169"
1413,RHAPSODY RESTAURANTS AND LEISURE PRIVATE LIMITED,RHAPSODY RESTAURANTS AND LEISURE,"NO.7, KHADER NAWAZ KHAN ROAD,, NUNGAMBAKKAM, CHENNAI,, Tamil Nadu, 600006, PH : 044-243320241"
1414,Rich N Creamy,Rich N Creamy,"197 G S T Road, Chromepet, Chennai 600 044, Mob No 7299096742, 8939726006"
1415,Rich N Creamy N,Rich N Creamy N,"197 G S T Road, Chromepet, Chennai 600 044, Mob No 7299096742, 8939726006"
1416,RI District - 3232 (2021-22),RI District - 3232,"No:17,Bishop Wallers Avenue West,, Mylapore,Chennai-600004."
1417,RI DISTRICT 3232 (2023-24),RI DISTRICT 3232,"RR Tower III, R R TOWER III, RR3 Tower,, Thiru Vi Ka Industrial Estate, Chennai,, Chennai, Tamil Nadu, 600032, Mob-98400 74996"
1418,Rika,Rika,"1A-1B Om Sakthinagar, Rajaz Garden,, Porur, Chennai-600116"
1419,Rishin & Co,Rishin &,"New No.5 (Old No.3), Mactoom Sheriff St., Near Barracks Rd, Periamet, Chennai - 600 003, Mob 95001 57403"
1420,Rising Stars Mobile India Pvt Ltd (TN),Rising Stars Mobile,"Industrial Park Phase, Chennai-Bangalore National Highway, Sunguvarchatram - 602 106, Kancheepuram Dist., Ph 86080 94015, Mr.Kodeeshwaran"
1421,Riverpoint Foods Private Limited,Riverpoint Foods,"First Floor, F 36, Shop 1A, K G Galaxy, 2nd Avenue, Anna Nagar East, Chennai,, Tamil Nadu, 600102, Ph: 9443255048"
1422,River Side,River Side,"River Side,, No:2,River View Road,Kotturpuram,, Chennai-600085."
1423,R.K.Dry Fruits and Chocolates,R.K.Dry Fruits and Chocolates,"3,Evening Bazzar Road,, Park Town,, Chennai-600003"
1424,R.K. ENTERPRISES,R.K.,"Ground Floor, New No.9,, Old No 19A, Lakshmipuram,, 2nd Street, New Avadi Road,, Villivakkam,, Chennai - 600 049., Mob: 98843 65068."
1425,R K SUPERMARKET (M),R K SUPERMARKET,"Ground Floor,, 6/4, 6th Block, JJ Nagar,, Mogapair West,, Chennai - 600 037., Mob: 6379467400"
1426,R K SUPERMARKET (V),R K SUPERMARKET,"Ground Floor,, Old No 104, New No 135,, North Redhills Road,, Villivakkam,, Chennai - 600049, Mob:  6379467400"
1427,RK Traders,RK Traders,"G-174 A, 768-769, SPENCER PLAZA,, ANNA SALAI,, Chennai-600002, Mob-988 45 212 18"
1428,R.Lakshanya Foods,R.Lakshanya Foods,"No:3B,3L,First Floor,, Malles Altius,Perumbakkam,, Chennai-600100."
1429,Rm Food and Beverages,Rm Food and Beverages,"Yafa Towers, Lower Ground Floor ( Basement ), 18/24, Khader Nawaz Khan Rd,, Thousand Lights West, Nungambakkam,, Chennai, Tamil Nadu 600034, 95660 15515"
1430,RMS Office Mart,RMS Office Mart,"No 3 Ground Floor, Model School Road, Thousand Light, Chennai 600 006., Mob 99624 58926, Mr Mukndar"
1431,Roast House,Roast House,"Madha Kovil St, Okkiyam Thoraipakkam, No 11 Fc Jains Pebble Brook, Chennai Tamil Nadu 600096, Mob:9176969412"
1432,Robust Hotels Limited,Robust Hotels,"( Hyatt Regency ), No 365 Anna Salai, Teynampet, Chennai 600018"
1433,Rohini Restaurant,Rohini Restaurant,"No:32/39,Palayakara Street,, Bharathi Nagar,Porur,, Chennai-600116., Mob: 9884552153"
1434,Roll Away By Radioroom,Roll Away By Radioroom,"Ground Floor Old No : 55 New No : 115, Roll Away by Radio Room, TTK Road, Opposite Narada Ghana Sabha, Alwarpet, Chennai : 600018, Mob 8870888486 , 9789767333, ( Social Restaurants Private Limited )"
1435,ROLLED CREME,ROLLED CREME,"16/1, Veerappan Street,, 2nd Floor, Sowcarpet,, Chennai 600079., Mob: 8056009696"
1436,ROMITA SERVICES PRIVATE LIMITED,ROMITA,"NO 28 2ND FLOOR THIRUVALLUVAR PURAM,, 1ST STREET CHOOLAIMEDU, NO 28 2ND, FLOOR THIRUVALLUVAR PURAM, Chennai,, Tamil Nadu, 600094, Mob:+91 93812 05545"
1437,Roots Corporation Limited,Roots rporation,"Chennai IITM, 11th Floor,IITM Research Park,, Kanagam Road,, Taramani,Chennai-600113., Mob:90476 45585, 93448 35564"
1438,Roots Corporation Limited ( Navalur),Roots rporation,"Tata Consultancy Services Limited, Tcls Siruseri Sez Unit, Plot 1/G1 Sipcot I.T.Park, Siruseri Navalur Post, Kancheepuram District, Chennai, ph:90476 45585"
